text,label
"I have been having difficulty keeping my thoughts organized. I am finding it difficult to get back into my routine. Anyway, I will deal with it tomorrow.",1
"Honestly, I studied for an upcoming exam. I managed my work without rushing.",0
I worked on a presentation. I was able to concentrate. I will try again tomorrow.,0
I think I have been finding it difficult to stay focused. I attended my morning classes. I talked to a friend.,1
"These days, my workload did not feel too difficult. I had a few lectures today. I took some time away from my laptop.",0
"For some reason, I managed my work without rushing. I think a good night's sleep will help.",0
I followed my usual routine. I was able to take things at my own pace. I am glad I got some time for myself. I tried to get some extra rest.,0
I had a lot of small things to finish. I had a decent amount of energy. I am trying to maintain a balanced routine. I listened to music for a while.,0
I have barely had time to switch off. I studied for an upcoming exam. I went for a short walk. I think I need to slow down a little.,1
"For some reason, I spent the evening studying. I have trouble getting started on tasks.",1
I could focus without too much trouble. I finished one of my assignments. I got some fresh air.,0
I studied for an upcoming exam. I had enough time to relax. I feel okay about what I need to do next. That was pretty much my day.,0
The day was mostly about college work. I managed my work without rushing. I feel comfortable with how things are going. I spent some time with my family.,0
"Somehow, I spent several hours on my usual tasks. I felt fairly calm. I feel comfortable with how things are going. I watched something for a little while. I will try again tomorrow.",0
I had enough energy to get through the day. I worked on my project. I talked to a friend.,0
I could focus without too much trouble. I think a good night's sleep will help. Nothing else really happened.,0
I was busy for most of the afternoon. I feel like everything is taking more effort. I just want my mind to slow down. I had a quiet evening.,1
"Right now, I have been having difficulty keeping my thoughts organized. I met a few classmates. I listened to music for a while.",1
my usual routine feels harder than it should. I worked on some coding. I had a quiet evening.,1
